x,y,pen_down
731,514,False
731,514,False
1105,514,False
1105,514,False
1159,514,False
1159,514,False
1370,514,False
1370,514,False
1439,514,False
1439,514,False
1472,514,False
1472,514,False
52,515,False
52,515,False
514,515,False
514,515,False
752,515,False
752,515,False
1478,515,False
1478,515,False
79,516,False
79,516,False
14,517,False
14,517,False
524,517,False
524,517,False
806,517,False
806,517,False
727,518,False
727,518,False
1325,518,False
1325,518,False
1359,518,False
1359,518,False
1438,518,False
1438,518,False
589,519,False
589,519,False
860,519,False
860,519,False
1316,519,False
1316,519,False
36,520,False
36,520,False
1513,520,False
1513,520,False
362,521,False
362,521,False
1359,522,False
1359,522,False
268,523,False
268,523,False
1290,523,False
1290,523,False
26,524,False
26,524,False
1299,524,False
1299,524,False
1441,524,False
1441,524,False
361,525,False
361,525,False
810,525,False
810,525,False
1167,525,False
1167,525,False
1201,525,False
1201,525,False
79,526,False
79,526,False
257,526,False
257,526,False
693,526,False
693,526,False
871,526,False
871,526,False
862,527,False
862,527,False
343,528,False
343,528,False
1097,528,False
1097,528,False
1158,528,False
1158,528,False
1167,528,False
1167,528,False
1272,528,False
1272,528,False
1500,528,False
1500,528,False
717,529,False
717,529,False
856,529,False
856,529,False
941,529,False
941,529,False
1186,529,False
1186,529,False
290,530,False
290,530,False
534,530,False
534,530,False
266,531,False
266,531,False
426,532,False
426,532,False
542,532,False
542,532,False
694,532,False
694,532,False
710,532,False
710,532,False
771,533,False
771,533,False
1341,533,False
1341,533,False
240,534,False
240,534,False
456,534,False
456,534,False
1290,534,False
1290,534,False
1362,534,False
1362,534,False
1369,534,False
1369,534,False
10,535,False
10,535,False
1200,535,False
1200,535,False
86,536,False
86,536,False
367,536,False
367,536,False
258,537,False
258,537,False
506,537,False
506,537,False
841,537,False
841,537,False
1090,537,False
1090,537,False
1167,537,False
1167,537,False
711,538,False
711,538,False
1108,538,False
1108,538,False
879,540,False
879,540,False
377,541,False
377,541,False
921,541,False
921,541,False
222,542,False
222,542,False
586,542,False
586,542,False
1247,542,False
1247,542,False
1203,543,False
1203,543,False
81,544,False
81,544,False
573,544,False
573,544,False
840,544,False
840,544,False
1051,544,False
1051,544,False
1132,545,False
1132,545,False
50,546,False
50,546,False
607,546,False
607,546,False
778,546,False
778,546,False
1074,546,False
1074,546,False
575,548,False
575,548,False
929,548,False
929,548,False
1041,548,False
1041,548,False
1134,548,False
1134,548,False
104,549,False
104,549,False
125,549,False
125,549,False
537,549,False
537,549,False
570,549,False
570,549,False
633,549,False
633,549,False
907,549,False
907,549,False
1093,549,False
1093,549,False
549,550,False
549,550,False
618,550,False
618,550,False
1053,550,False
1053,550,False
1060,550,False
1060,550,False
1215,550,False
1215,550,False
946,551,False
946,551,False
982,551,False
982,551,False
1111,551,False
1111,551,False
332,552,False
332,552,False
964,552,False
964,552,False
1240,552,False
1240,552,False
1243,552,False
1243,552,False
1021,553,False
1021,553,False
906,555,False
906,555,False
644,556,False
644,556,False
827,556,False
827,556,False
866,556,False
866,556,False
1472,556,False
1472,556,False
578,557,False
578,557,False
1130,558,False
1130,558,False
553,559,False
553,559,False
1004,559,False
1004,559,False
1354,560,False
1354,560,False
254,561,False
254,561,False
680,561,False
680,561,False
795,561,False
795,561,False
1170,561,False
1170,561,False
978,562,False
978,562,False
1070,562,False
1070,562,False
1261,562,False
1261,562,False
704,563,False
704,563,False
1192,563,False
1192,563,False
1226,563,False
1226,563,False
39,564,False
39,564,False
823,564,False
823,564,False
895,564,False
895,564,False
1032,565,False
1032,565,False
1396,565,False
1396,565,False
236,566,False
236,566,False
1196,566,False
1196,566,False
1327,567,False
1327,567,False
274,568,False
274,568,False
844,568,False
844,568,False
1199,568,False
1199,568,False
1232,568,False
1232,568,False
1493,568,False
1493,568,False
1497,568,False
1497,568,False
185,569,False
185,569,False
434,569,False
434,569,False
107,570,False
107,570,False
309,570,False
309,570,False
466,570,False
466,570,False
1505,571,False
1505,571,False
192,572,False
192,572,False
1419,572,False
1419,572,False
1482,572,False
1482,572,False
1434,573,False
1434,573,False
52,574,False
52,574,False
74,574,False
74,574,False
235,575,False
235,575,False
347,575,False
347,575,False
481,575,False
481,575,False
779,575,False
779,575,False
447,576,False
447,576,False
781,576,False
781,576,False
785,576,False
785,576,False
1372,576,False
1372,576,False
61,577,False
61,577,False
93,577,False
93,577,False
818,577,False
818,577,False
830,577,False
830,577,False
927,577,False
927,577,False
968,577,False
968,577,False
1206,577,False
1206,577,False
1401,577,False
1401,577,False
102,578,False
102,578,False
262,578,False
262,578,False
681,578,False
681,578,False
1190,578,False
1190,578,False
51,579,False
51,579,False
864,579,False
864,579,False
935,579,False
935,579,False
405,580,False
405,580,False
876,580,False
876,580,False
903,580,False
903,580,False
236,581,False
236,581,False
307,581,False
307,581,False
410,581,False
410,581,False
429,581,False
429,581,False
436,581,False
436,581,False
504,581,False
504,581,False
1319,581,False
1319,581,False
1456,581,False
1456,581,False
423,582,False
423,582,False
637,582,False
637,582,False
1470,582,False
1470,582,False
650,583,False
650,583,False
969,583,False
969,583,False
62,584,False
62,584,False
406,585,False
406,585,False
410,585,False
410,585,False
499,585,False
499,585,False
568,585,False
568,585,False
134,586,False
134,586,False
888,587,False
888,587,False
1061,587,False
1061,587,False
1298,587,False
1298,587,False
52,588,False
52,588,False
545,588,False
545,588,False
1005,588,False
1005,588,False
1167,588,False
1167,588,False
1408,588,False
1408,588,False
302,589,False
302,589,False
309,589,False
309,589,False
555,589,False
555,589,False
649,589,False
649,589,False
757,589,False
757,589,False
789,589,False
789,589,False
1060,589,False
1060,589,False
505,590,False
505,590,False
704,590,False
704,590,False
711,590,False
711,590,False
981,590,False
981,590,False
412,591,False
412,591,False
423,591,False
423,591,False
436,591,False
436,591,False
493,591,False
493,591,False
202,592,False
202,592,False
427,592,False
427,592,False
688,592,False
688,592,False
814,592,False
814,592,False
382,593,False
382,593,False
391,593,False
391,593,False
740,593,False
740,593,False
636,594,False
636,594,False
746,594,False
746,594,False
346,595,False
346,595,False
704,595,False
704,595,False
880,595,False
880,595,False
991,595,False
991,595,False
170,596,False
170,596,False
290,596,False
290,596,False
1225,596,False
1225,596,False
1297,596,False
1297,596,False
56,597,False
56,597,False
532,597,False
532,597,False
542,597,False
542,597,False
715,597,False
715,597,False
949,597,False
949,597,False
389,598,False
389,598,False
393,598,False
393,598,False
700,598,False
700,598,False
785,598,False
785,598,False
127,599,False
127,599,False
149,599,False
149,599,False
174,599,False
174,599,False
197,599,False
197,599,False
335,599,False
335,599,False
364,599,False
364,599,False
414,599,False
414,599,False
424,599,False
424,599,False
614,599,False
614,599,False
634,599,False
634,599,False
665,599,False
665,599,False
97,600,False
97,600,False
313,600,False
313,600,False
433,600,False
433,600,False
572,600,False
572,600,False
235,601,False
235,601,False
375,601,False
375,601,False
514,601,False
514,601,False
1002,601,False
1002,601,False
363,602,False
363,602,False
416,602,False
416,602,False
500,602,False
500,602,False
637,602,False
637,602,False
790,602,False
790,602,False
14,603,False
14,603,False
45,603,False
45,603,False
336,603,False
336,603,False
345,603,False
345,603,False
806,603,False
806,603,False
960,603,False
960,603,False
1006,603,False
1006,603,False
547,604,False
547,604,False
345,605,False
345,605,False
404,605,False
404,605,False
535,605,False
535,605,False
576,605,False
576,605,False
1014,605,False
1014,605,False
394,606,False
394,606,False
430,606,False
430,606,False
522,606,False
522,606,False
541,606,False
541,606,False
570,606,False
570,606,False
123,607,False
123,607,False
173,607,False
173,607,False
281,607,False
281,607,False
657,607,False
657,607,False
57,608,False
57,608,False
293,608,False
293,608,False
545,608,False
545,608,False
625,608,False
625,608,False
903,608,False
903,608,False
1002,608,False
1002,608,False
305,609,False
305,609,False
309,609,False
309,609,False
524,609,False
524,609,False
667,610,False
667,610,False
781,610,False
781,610,False
1014,610,False
1014,610,False
16,611,False
16,611,False
46,611,False
46,611,False
349,611,False
349,611,False
357,611,False
357,611,False
418,611,False
418,611,False
442,611,False
442,611,False
495,611,False
495,611,False
527,611,False
527,611,False
731,611,False
731,611,False
979,611,False
979,611,False
23,613,False
23,613,False
101,613,False
101,613,False
310,613,False
310,613,False
393,613,False
393,613,False
429,613,False
429,613,False
552,613,False
552,613,False
303,614,False
303,614,False
542,614,False
542,614,False
615,614,False
615,614,False
644,614,False
644,614,False
199,615,False
199,615,False
219,615,False
219,615,False
294,615,False
294,615,False
526,615,False
526,615,False
538,615,False
538,615,False
45,616,False
45,616,False
55,616,False
55,616,False
338,616,False
338,616,False
503,616,False
503,616,False
173,617,False
173,617,False
187,617,False
187,617,False
628,617,False
628,617,False
655,617,False
655,617,False
360,618,False
360,618,False
591,618,False
591,618,False
673,618,False
673,618,False
706,618,False
706,618,False
1011,618,False
1011,618,False
162,619,False
162,619,False
352,619,False
352,619,False
624,619,False
624,619,False
124,620,False
124,620,False
235,620,False
235,620,False
373,620,False
373,620,False
417,620,False
417,620,False
469,620,False
469,620,False
548,620,False
548,620,False
684,620,False
684,620,False
695,620,False
695,620,False
731,620,False
731,620,False
10,621,False
10,621,False
100,621,False
100,621,False
360,621,False
360,621,False
423,621,False
423,621,False
429,621,False
429,621,False
56,622,False
56,622,False
199,622,False
199,622,False
339,622,False
339,622,False
345,622,False
345,622,False
606,622,False
606,622,False
1317,622,False
1317,622,False
186,623,False
186,623,False
307,623,False
307,623,False
363,623,False
363,623,False
583,623,False
583,623,False
141,624,False
141,624,False
393,624,False
393,624,False
139,625,False
139,625,False
153,625,False
153,625,False
170,625,False
170,625,False
285,625,False
285,625,False
640,625,False
640,625,False
375,626,False
375,626,False
516,626,False
516,626,False
551,626,False
551,626,False
799,626,False
799,626,False
1147,626,False
1147,626,False
1151,626,False
1151,626,False
1308,626,False
1308,626,False
1455,626,False
1455,626,False
103,627,False
103,627,False
122,627,False
122,627,False
346,627,False
346,627,False
503,627,False
503,627,False
650,627,False
650,627,False
1154,627,False
1154,627,False
388,628,False
388,628,False
459,628,False
459,628,False
707,628,False
707,628,False
916,628,False
916,628,False
83,629,False
83,629,False
478,629,False
478,629,False
525,629,False
525,629,False
668,629,False
668,629,False
1141,629,False
1141,629,False
171,630,False
171,630,False
332,630,False
332,630,False
420,630,False
420,630,False
1232,630,False
1232,630,False
1300,630,False
1300,630,False
25,631,False
25,631,False
201,631,False
201,631,False
237,631,False
237,631,False
553,631,False
553,631,False
1322,631,False
1322,631,False
1445,631,False
1445,631,False
132,632,False
132,632,False
332,632,False
332,632,False
391,632,False
391,632,False
523,632,False
523,632,False
779,632,False
779,632,False
1136,632,False
1136,632,False
1413,632,False
1413,632,False
1423,632,False
1423,632,False
1437,632,False
1437,632,False
351,633,False
351,633,False
1402,633,False
1402,633,False
1460,633,False
1460,633,False
